"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PS.G","fix"
"215",266,"Kevin Love\loveke01","PF",22,"MIN",73,73,35.8,6.6,14.1,0.47,1.2,2.9,0.417,5.4,11.2,0.483,0.513,5.8,6.8,0.85,4.5,10.7,15.2,2.5,0.6,0.4,2.1,2,20.2,"kevinlove"
"216",267,"Kyle Lowry\lowryky01","PG",24,"HOU",75,71,34.2,4.6,10.8,0.426,1.7,4.6,0.376,2.9,6.2,0.464,0.506,2.6,3.3,0.765,1.2,2.9,4.1,6.7,1.4,0.3,2.1,2.8,13.5,"kylelowry"
"217",268,"John Lucas III\lucasjo02","PG",28,"CHI",2,0,5,0.5,1.5,0.333,0,0.5,0,0.5,1,0.5,0.333,0,1,0,0,0,0,0.5,0,0,0,0,1,"johnlucasiii"
"218",269,"Corey Maggette\maggeco01","SF",31,"MIL",67,18,20.9,3.8,8.3,0.453,0.4,1.2,0.359,3.4,7.2,0.468,0.478,4,4.9,0.834,0.7,2.9,3.6,1.3,0.3,0.1,1.9,2.6,12,"coreymaggette"
"219",270,"Jamaal Magloire\magloja01","C",32,"MIA",18,0,8.8,0.7,1.2,0.591,0,0,NA,0.7,1.2,0.591,0.591,0.5,1,0.5,0.9,2.4,3.4,0.2,0.2,0.1,0.3,1.4,1.9,"jamaalmagloire"
"220",271,"Ian Mahinmi\mahinia01","C",24,"DAL",56,0,8.7,1,1.8,0.561,0,0,0,1,1.7,0.573,0.561,1.1,1.5,0.768,0.8,1.4,2.1,0.1,0.3,0.3,0.4,1.9,3.1,"ianmahinmi"
"221",272,"Shawn Marion\mariosh01","SF",32,"DAL",80,27,28.2,5.4,10.4,0.52,0.1,0.4,0.152,5.4,10,0.536,0.523,1.6,2.1,0.768,2.1,4.8,6.9,1.4,0.9,0.6,1.6,1.8,12.5,"shawnmarion"
"222",273,"Sean Marks\marksse01","C",35,"POR",29,0,7.2,0.7,1.5,0.432,0.1,0.1,1,0.6,1.4,0.405,0.455,0.2,0.3,0.625,0.6,0.8,1.4,0.1,0.1,0.2,0.4,1.5,1.6,"seanmarks"
"223",274,"Cartier Martin\martica01","SF",26,"WAS",52,1,10.4,1.4,3.5,0.39,0.8,1.9,0.394,0.6,1.6,0.386,0.497,0.5,0.8,0.7,0.4,1,1.4,0.3,0.3,0.1,0.3,1,4,"cartiermartin"
"224",275,"Kenyon Martin\martike01","PF",33,"DEN",48,48,25.7,3.9,7.5,0.511,0,0.2,0.222,3.8,7.4,0.518,0.514,0.9,1.5,0.583,1.4,4.8,6.2,2.3,0.9,0.7,1.2,2.8,8.6,"kenyonmartin"
"225",276,"Kevin Martin\martike02","SG",27,"HOU",80,80,32.5,6.9,15.8,0.436,2.2,5.7,0.383,4.7,10.1,0.467,0.506,7.4,8.4,0.888,0.4,2.9,3.2,2.5,1,0.2,2.3,1.9,23.5,"kevinmartin"
"226",277,"Roger Mason\masonro01","SG",30,"NYK",26,0,12.3,1,3,0.338,0.6,1.7,0.364,0.4,1.3,0.303,0.442,0.3,0.4,0.7,0.2,1.5,1.7,0.8,0.2,0.1,0.2,1,2.9,"rogermason"
"227",278,"Wesley Matthews\matthwe02","SG",24,"POR",82,69,33.6,5.4,11.9,0.449,1.9,4.6,0.407,3.5,7.3,0.476,0.528,3.2,3.8,0.844,0.6,2.6,3.1,2,1.2,0.1,1.7,2.4,15.9,"wesleymatthews"
"228",279,"Jason Maxiell\maxieja01","PF",27,"DET",57,14,16.3,1.6,3.3,0.492,0,0,NA,1.6,3.3,0.492,0.492,0.9,1.7,0.515,1.2,1.9,3,0.3,0.4,0.4,0.8,1.6,4.2,"jasonmaxiell"
"229",280,"Eric Maynor\maynoer01","PG",23,"OKC",82,0,14.6,1.6,4.1,0.402,0.5,1.2,0.385,1.2,2.9,0.409,0.458,0.5,0.7,0.729,0.3,1.2,1.5,2.9,0.4,0.1,0.9,1.2,4.2,"ericmaynor"
"230",281,"O.J. Mayo\mayooj01","SG",23,"MEM",71,17,26.3,4.3,10.5,0.407,1.4,3.7,0.364,2.9,6.8,0.431,0.471,1.4,1.8,0.756,0.5,1.9,2.4,2,1,0.4,1.4,1.8,11.3,"ojmayo"
"231",282,"Luc Mbah a Moute\mbahalu01","PF",24,"MIL",79,52,26.5,2.5,5.4,0.463,0,0.1,0,2.5,5.3,0.47,0.463,1.7,2.4,0.707,2.1,3.2,5.3,0.9,0.9,0.4,1,2.3,6.7,"lucmbahamoute"
"232",283,"Antonio McDyess\mcdyean01","PF",36,"SAS",73,16,19,2.3,4.7,0.491,0,0,0,2.3,4.7,0.493,0.491,0.7,1.1,0.675,1.7,3.7,5.4,1.2,0.5,0.5,1,2.2,5.3,"antoniomcdyess"
"233",284,"JaVale McGee\mcgeeja01","C",23,"WAS",79,75,27.8,4.2,7.6,0.55,0,0,0,4.2,7.6,0.552,0.55,1.7,2.9,0.583,2.8,5.2,8,0.5,0.5,2.4,1.3,2.9,10.1,"javalemcgee"
"234",285,"Tracy McGrady*\mcgratr01","SG",31,"DET",72,39,23.4,3.2,7.1,0.442,0.4,1.2,0.341,2.7,5.9,0.462,0.471,1.3,1.8,0.698,0.7,2.8,3.5,3.5,0.9,0.5,1.4,1.4,8,"tracymcgrady"
"235",286,"Dominic McGuire\mcguido01","SF",25,"CHA",52,8,14.6,1.4,3.5,0.396,0,0,0,1.4,3.5,0.4,0.396,0.6,0.8,0.769,1.2,2.6,3.8,0.8,0.2,0.6,0.5,1.8,3.3,"dominicmcguire"
"236",287,"Josh McRoberts\mcrobjo01","PF",23,"IND",72,51,22.2,2.9,5.4,0.547,0.3,0.8,0.383,2.6,4.5,0.577,0.576,1.2,1.7,0.739,1.5,3.8,5.3,2.1,0.7,0.8,1.3,2.3,7.4,"joshmcroberts"
"237",288,"Jodie Meeks\meeksjo01","SG",23,"PHI",74,64,27.9,3.3,7.7,0.425,1.9,4.7,0.397,1.4,3,0.468,0.546,2.1,2.3,0.894,0.3,2,2.3,1.1,0.9,0.1,0.8,1.3,10.5,"jodiemeeks"
"238",289,"Pops Mensah-Bonsu\mensapo01","PF",27,"NOH",7,0,5,0.1,0.4,0.333,0,0,NA,0.1,0.4,0.333,0.333,0,0,NA,0.4,1.1,1.6,0.3,0,0,0.3,1.6,0.3,"popsmensahbonsu"
"239",290,"C.J. Miles\milescj01","SF",23,"UTA",78,19,25.2,4.7,11.5,0.407,1.4,4.3,0.322,3.3,7.2,0.459,0.468,2,2.5,0.811,0.7,2.6,3.3,1.7,0.9,0.5,1.2,2.8,12.8,"cjmiles"
"240",291,"Darko Milicic\milicda01","C",25,"MIN",69,69,24.4,3.9,8.4,0.469,0,0,NA,3.9,8.4,0.469,0.469,0.9,1.7,0.557,1.9,3.3,5.2,1.5,0.8,2,2.2,3.3,8.8,"darkomilicic"
"241",292,"Andre Miller\millean02","PG",34,"POR",81,81,32.7,4.8,10.4,0.46,0,0.5,0.108,4.7,10,0.476,0.462,3.1,3.6,0.853,1.2,2.5,3.7,7,1.4,0.1,2.4,2.1,12.7,"andremiller"
"242",293,"Brad Miller\millebr01","C",34,"HOU",60,5,16.9,2.2,4.9,0.446,0.7,1.8,0.374,1.5,3.2,0.487,0.514,1.3,1.6,0.83,0.7,3,3.7,2.4,0.5,0.4,0.9,1.6,6.4,"bradmiller"
"243",294,"Mike Miller\millemi01","SG",30,"MIA",41,2,20.4,2,4.9,0.401,1,2.9,0.364,0.9,2,0.452,0.507,0.6,0.8,0.676,0.9,3.6,4.5,1.2,0.5,0,1,2.1,5.6,"mikemiller"
"244",295,"Patty Mills\millspa02","PG",22,"POR",64,0,12.2,2.1,5.1,0.412,0.7,2.1,0.353,1.4,3,0.451,0.483,0.6,0.7,0.766,0.3,0.5,0.8,1.7,0.4,0,1,1,5.5,"pattymills"
"245",296,"Paul Millsap\millspa01","PF",25,"UTA",76,76,34.3,6.9,13,0.531,0.1,0.3,0.391,6.8,12.7,0.535,0.536,3.4,4.4,0.757,2.2,5.5,7.6,2.5,1.4,0.9,1.9,3.6,17.3,"paulmillsap"
"246",297,"Yao Ming*\mingya01","C",30,"HOU",5,5,18.2,3.6,7.4,0.486,0,0,NA,3.6,7.4,0.486,0.486,3,3.2,0.938,1.4,4,5.4,0.8,0,1.6,1.4,2.6,10.2,"yaoming"
"247",299,"Greg Monroe\monrogr01","C",20,"DET",80,48,27.8,3.8,6.9,0.551,0,0,0,3.8,6.9,0.552,0.551,1.8,2.9,0.622,3.1,4.4,7.5,1.3,1.2,0.6,1,2.5,9.4,"gregmonroe"
"248",301,"Anthony Morrow\morroan01","SG",25,"NJN",58,47,32,4.8,10.7,0.45,1.9,4.5,0.423,2.9,6.2,0.469,0.539,1.7,1.8,0.897,0.6,2.3,3,1.2,0.3,0.1,0.9,2.3,13.2,"anthonymorrow"
"249",303,"Byron Mullens\mulleby01","PF",21,"OKC",13,0,6.5,0.7,2.2,0.321,0,0,NA,0.7,2.2,0.321,0.321,0.5,1.1,0.5,0.5,1.4,1.8,0,0.2,0.2,0.6,0.8,1.9,"byronmullens"
"250",305,"Hamady N'Diaye\ndiayha01","C",24,"WAS",16,0,5,0.3,0.3,0.8,0,0,NA,0.3,0.3,0.8,0.8,0.4,0.8,0.5,0.1,0.3,0.4,0,0.1,0.3,0.2,1.1,0.9,"hamadyndiaye"
"251",306,"Eduardo Najera\najered01","PF",34,"CHA",31,0,12,0.8,2.3,0.361,0.4,1.1,0.324,0.5,1.2,0.395,0.438,0.2,0.4,0.545,0.5,1,1.4,0.6,0.4,0.2,0.4,1.7,2.2,"eduardonajera"
"252",307,"Steve Nash\nashst01","PG",36,"PHO",75,75,33.3,5.3,10.8,0.492,1.1,2.7,0.395,4.2,8.1,0.525,0.542,3,3.3,0.912,0.5,2.9,3.5,11.4,0.6,0.1,3.5,1.2,14.7,"stevenash"
"253",308,"Gary Neal\nealga01","SG",26,"SAS",80,1,21.1,3.6,7.9,0.451,1.6,3.9,0.419,2,4.1,0.481,0.553,1.1,1.3,0.808,0.3,2.2,2.5,1.2,0.3,0.1,1,1.9,9.8,"garyneal"
"254",309,"Jameer Nelson\nelsoja01","PG",28,"ORL",76,76,30.5,4.9,11,0.446,1.6,3.9,0.401,3.4,7.1,0.471,0.517,1.7,2.1,0.802,0.5,2.5,3,6,1,0,2.6,2.8,13.1,"jameernelson"
"255",310,"Joakim Noah\noahjo01","C",25,"CHI",48,48,32.8,4.4,8.4,0.525,0,0,0,4.4,8.4,0.526,0.525,2.9,3.9,0.739,3.8,6.6,10.4,2.2,1,1.5,1.9,3.3,11.7,"joakimnoah"
"256",311,"Andres Nocioni\nocioan01","SF",31,"PHI",54,17,17.2,2.2,5.1,0.426,0.8,2.2,0.356,1.4,2.9,0.478,0.502,0.9,1.1,0.803,0.4,2.8,3.1,0.8,0.3,0.3,0.9,1.9,6.1,"andresnocioni"
"257",313,"Dirk Nowitzki\nowitdi01","PF",32,"DAL",73,73,34.3,8.4,16.2,0.517,0.9,2.3,0.393,7.5,13.8,0.538,0.545,5.4,6.1,0.892,0.7,6.3,7,2.6,0.5,0.6,1.9,2.4,23,"dirknowitzki"
"258",314,"Jermaine O'Neal\onealje01","C",32,"BOS",24,10,18,2.1,4.5,0.459,0,0,0,2.1,4.5,0.463,0.459,1.2,1.8,0.674,1,2.6,3.7,0.5,0.1,1.3,1.1,2.7,5.4,"jermaineoneal"
"259",315,"Shaquille O'Neal*\onealsh01","C",38,"BOS",37,36,20.3,3.6,5.4,0.667,0,0,NA,3.6,5.4,0.667,0.667,2,3.5,0.557,1.3,3.5,4.8,0.7,0.4,1.1,1.5,3.2,9.2,"shaquilleoneal"
"260",316,"Fabricio Oberto\obertfa01","C",35,"POR",5,0,9,0.6,1,0.6,0,0,NA,0.6,1,0.6,0.6,0.2,0.4,0.5,0.6,0.8,1.4,0,0,0,0.6,2,1.4,"fabriciooberto"
"261",317,"Lamar Odom\odomla01","PF",31,"LAL",82,35,32.2,5.8,10.9,0.53,0.8,2.2,0.382,4.9,8.7,0.566,0.568,2,3,0.675,2.1,6.5,8.7,3,0.6,0.7,1.7,2.4,14.4,"lamarodom"
"262",318,"Emeka Okafor\okafoem01","C",28,"NOH",72,72,31.8,4.2,7.3,0.573,0,0,0,4.2,7.3,0.574,0.573,2,3.6,0.562,3.2,6.3,9.5,0.6,0.6,1.8,1.7,3.2,10.3,"emekaokafor"
"263",319,"Mehmet Okur\okurme01","C",31,"UTA",13,0,12.9,1.7,4.8,0.355,0.4,1.2,0.313,1.3,3.5,0.37,0.395,1.2,1.5,0.75,0.7,1.6,2.3,1.5,0.3,0.3,0.5,1.4,4.9,"mehmetokur"
"264",320,"Travis Outlaw\outlatr01","SF",26,"NJN",82,55,28.8,3.3,8.9,0.375,0.9,3.1,0.302,2.4,5.8,0.413,0.427,1.6,2.1,0.772,0.7,3.3,4,1,0.4,0.4,0.9,1.8,9.2,"travisoutlaw"
"265",322,"Zaza Pachulia\pachuza01","C",26,"ATL",79,7,15.7,1.4,2.9,0.461,0,0,NA,1.4,2.9,0.461,0.461,1.7,2.3,0.754,1.5,2.7,4.2,0.7,0.4,0.3,0.9,2.3,4.4,"zazapachulia"
"266",323,"Anthony Parker\parkean01","SF",35,"CLE",72,65,29,3.1,7.7,0.399,1.2,3.2,0.379,1.9,4.5,0.412,0.476,1,1.3,0.779,0.5,2.6,3,3,0.9,0.1,1.1,1.5,8.3,"anthonyparker"
"267",324,"Tony Parker\parketo01","PG",28,"SAS",78,78,32.4,7.1,13.7,0.519,0.3,0.9,0.357,6.8,12.8,0.531,0.531,3,3.9,0.769,0.4,2.7,3.1,6.6,1.2,0,2.6,1.7,17.5,"tonyparker"
"268",325,"Patrick Patterson\pattepa01","PF",21,"HOU",52,6,16.7,2.9,5.1,0.558,0,0,0,2.9,5.1,0.562,0.558,0.6,0.8,0.714,1.7,2.2,3.8,0.8,0.3,0.7,0.6,1.5,6.3,"patrickpatterson"
"269",326,"Chris Paul\paulch01","PG",25,"NOH",80,80,36,5.4,11.6,0.463,0.9,2.3,0.388,4.5,9.3,0.482,0.502,4.2,4.8,0.878,0.5,3.6,4.1,9.8,2.4,0.1,2.2,2.5,15.9,"chrispaul"
"270",328,"Nikola Pekovic\pekovni01","C",25,"MIN",65,11,13.6,2.1,4,0.517,0,0,NA,2.1,4,0.517,0.517,1.3,1.8,0.763,1.4,1.6,3,0.4,0.3,0.5,1.4,2.8,5.5,"nikolapekovic"
"271",330,"Morris Peterson\petermo01","SG",33,"OKC",4,0,5.8,0.5,1.3,0.4,0,0.3,0,0.5,1,0.5,0.4,0,0,NA,0,0.8,0.8,0.3,0,0,0,1.3,1,"morrispeterson"
"272",331,"Johan Petro\petrojo01","C",25,"NJN",77,1,11.6,1.7,3.8,0.445,0,0.1,0,1.7,3.7,0.451,0.445,0.2,0.4,0.536,0.8,1.9,2.8,0.6,0.4,0.4,0.6,2.3,3.5,"johanpetro"
"273",332,"Paul Pierce\piercpa01","SF",33,"BOS",80,80,34.7,6.3,12.8,0.497,1.4,3.7,0.374,5,9.1,0.547,0.551,4.8,5.6,0.86,0.4,5,5.4,3.3,1,0.6,2.1,2.9,18.9,"paulpierce"
"274",334,"Dexter Pittman\pittmde01","C",22,"MIA",2,0,5.5,0.5,1.5,0.333,0,0,NA,0.5,1.5,0.333,0.333,0,0,NA,0.5,1,1.5,0,0,0,1,1,1,"dexterpittman"
"275",335,"Quincy Pondexter\pondequ01","SF",22,"NOH",66,6,11.1,1.1,2.7,0.406,0.3,0.8,0.36,0.8,2,0.423,0.456,0.4,0.5,0.706,0.3,1,1.3,0.4,0.3,0.2,0.2,1,2.8,"quincypondexter"
"276",336,"James Posey\poseyja01","SF",34,"IND",49,0,17.1,1.7,4.9,0.336,1.4,4.3,0.316,0.3,0.6,0.483,0.475,0.2,0.3,0.733,0.2,2.8,3,0.7,0.5,0.1,0.5,2.1,4.9,"jamesposey"
"277",338,"Josh Powell\poweljo01","PF",28,"ATL",54,0,12.1,1.7,3.9,0.452,0,0,0,1.7,3.8,0.454,0.452,0.7,0.8,0.8,0.9,1.6,2.5,0.4,0.1,0.1,1,1.4,4.1,"joshpowell"
"278",339,"A.J. Price\priceaj01","PG",24,"IND",50,0,15.9,2.3,6.4,0.356,0.8,3,0.275,1.5,3.4,0.427,0.42,1.1,1.6,0.667,0.3,1.1,1.4,2.2,0.6,0,1.1,1.2,6.5,"ajprice"
"279",340,"Ronnie Price\pricero01","SG",27,"UTA",59,0,12.2,1.3,3.6,0.352,0.3,1.2,0.29,0.9,2.4,0.383,0.4,0.5,0.7,0.744,0.4,0.7,1,0.9,0.7,0.1,0.9,1.8,3.3,"ronnieprice"
"280",341,"Tayshaun Prince\princta01","SF",30,"DET",78,78,32.8,6.1,12.8,0.473,0.4,1.3,0.347,5.6,11.6,0.486,0.49,1.5,2.2,0.702,1,3.2,4.2,2.8,0.4,0.5,1.1,1.2,14.1,"tayshaunprince"
"281",343,"Chris Quinn\quinnch01","PG",27,"SAS",41,0,7.1,0.8,2.2,0.363,0.3,0.9,0.297,0.5,1.3,0.407,0.423,0.1,0.2,0.5,0.1,0.5,0.6,1,0.1,0,0.3,0.7,2,"chrisquinn"
"282",344,"Vladimir Radmanovic\radmavl01","PF",30,"GSW",74,6,15.8,1.9,4.3,0.431,0.9,2.3,0.405,0.9,2,0.462,0.541,0.4,0.5,0.882,0.9,2,2.9,1.1,0.6,0.6,0.8,2.1,5.1,"vladimirradmanovic"
"283",346,"Zach Randolph\randoza01","PF",29,"MEM",75,74,36.3,8,15.8,0.503,0.1,0.6,0.186,7.9,15.3,0.515,0.507,4,5.3,0.758,4.3,7.8,12.2,2.2,0.8,0.3,2,2.3,20.1,"zachrandolph"
"284",347,"Theo Ratliff\ratlith01","C",37,"LAL",10,0,7.1,0.1,0.6,0.167,0,0,NA,0.1,0.6,0.167,0.167,0,0.2,0,0.6,0.7,1.3,0.3,0.2,0.5,0.3,0.7,0.2,"theoratliff"
"285",348,"Andy Rautins\rautian01","SG",24,"NYK",5,0,4.8,0.6,1.4,0.429,0.2,0.8,0.25,0.4,0.6,0.667,0.5,0.2,0.4,0.5,0,0.2,0.2,0.6,0.2,0,1.4,0,1.6,"andyrautins"
"286",349,"Michael Redd\reddmi01","SG",31,"MIL",10,0,13.4,1.8,4.5,0.4,0.4,1.7,0.235,1.4,2.8,0.5,0.444,0.4,0.4,1,0,0.8,0.8,1.2,0.2,0.1,0.4,0.4,4.4,"michaelredd"
"287",350,"J.J. Redick\redicjj01","SG",26,"ORL",59,5,25.6,3.3,7.6,0.441,1.5,3.7,0.397,1.9,3.9,0.482,0.538,1.9,2.2,0.875,0.1,1.8,1.9,1.7,0.5,0.1,0.9,1.4,10.1,"jjredick"
"288",352,"Quentin Richardson\richaqu01","SF",30,"ORL",57,19,16.8,1.5,4.5,0.341,0.7,2.6,0.288,0.8,1.9,0.413,0.424,0.6,0.8,0.75,0.7,2.4,3.1,0.7,0.4,0.1,0.6,1.3,4.4,"quentinrichardson"
"289",353,"Luke Ridnour\ridnolu01","PG",29,"MIN",71,66,30.4,4.5,9.6,0.468,1.1,2.6,0.44,3.4,7,0.479,0.528,1.7,1.9,0.883,0.5,2.3,2.8,5.4,1.3,0.1,2.2,2.1,11.8,"lukeridnour"
"290",355,"Rajon Rondo\rondora01","PG",24,"BOS",68,68,37.2,4.7,9.9,0.475,0.1,0.6,0.233,4.5,9.2,0.491,0.482,1.1,1.9,0.568,1.3,3.1,4.4,11.2,2.3,0.2,3.4,1.8,10.6,"rajonrondo"
"291",356,"Derrick Rose\rosede01","PG",22,"CHI",81,81,37.4,8.8,19.7,0.445,1.6,4.8,0.332,7.2,15,0.481,0.485,5.9,6.9,0.858,1,3.1,4.1,7.7,1,0.6,3.4,1.7,25,"derrickrose"
"292",357,"Quinton Ross\rossqu01","SF",29,"NJN",36,4,9.8,0.7,1.6,0.441,0,0.1,0,0.7,1.6,0.464,0.441,0.1,0.4,0.357,0.3,0.6,0.8,0.3,0.1,0.2,0.2,1.1,1.6,"quintonross"
"293",358,"Brandon Roy\roybr01","SG",26,"POR",47,23,27.9,4.4,11.1,0.4,0.8,2.4,0.333,3.6,8.7,0.418,0.436,2.5,2.9,0.848,0.6,2,2.6,2.7,0.8,0.3,1.2,1.6,12.2,"brandonroy"
"294",359,"Brandon Rush\rushbr01","SG",25,"IND",67,21,26.2,3.2,7.7,0.421,1.4,3.3,0.417,1.9,4.4,0.425,0.512,1.2,1.6,0.755,0.5,2.7,3.2,0.9,0.6,0.5,1,1.6,9.1,"brandonrush"
"295",360,"John Salmons\salmojo01","SG",31,"MIL",73,70,35,5.1,12.3,0.415,1.1,3,0.379,4,9.3,0.427,0.462,2.7,3.3,0.813,0.4,3.3,3.6,3.5,1,0.4,1.9,2.2,14,"johnsalmons"
"296",361,"Samardo Samuels\samuesa01","PF",22,"CLE",37,10,18.9,3,6.5,0.456,0,0.1,0,3,6.4,0.462,0.456,1.8,3,0.618,2,2.2,4.3,0.5,0.4,0.5,1.4,2.4,7.8,"samardosamuels"
"297",362,"Larry Sanders\sandela01","C",22,"MIL",60,12,14.5,1.9,4.5,0.433,0,0,NA,1.9,4.5,0.433,0.433,0.5,0.8,0.56,1,2,3,0.3,0.4,1.2,0.6,2,4.3,"larrysanders"
"298",363,"Brian Scalabrine\scalabr01","PF",32,"CHI",18,0,4.9,0.6,1.1,0.526,0,0.3,0,0.6,0.8,0.714,0.526,0,0,NA,0.1,0.4,0.4,0.3,0.2,0.2,0.3,1,1.1,"brianscalabrine"
"299",364,"Luis Scola\scolalu01","PF",30,"HOU",74,74,32.6,7.7,15.3,0.504,0,0,0,7.7,15.2,0.505,0.504,2.9,3.9,0.738,2,6.2,8.2,2.5,0.6,0.6,2,3.1,18.3,"luisscola"
"300",365,"Thabo Sefolosha\sefolth01","SG",26,"OKC",79,79,25.9,2,4.2,0.471,0.4,1.3,0.275,1.6,2.9,0.558,0.514,0.7,1,0.747,0.8,3.6,4.4,1.4,1.2,0.5,0.7,2.2,5.1,"thabosefolosha"
"301",366,"Kevin Seraphin\serapke01","PF",21,"WAS",58,1,10.9,1.1,2.5,0.449,0,0,NA,1.1,2.5,0.449,0.449,0.4,0.5,0.71,1.4,1.2,2.6,0.2,0.3,0.5,0.7,2.2,2.7,"kevinseraphin"
"302",367,"Ramon Sessions\sessira01","PG",24,"CLE",81,38,26.3,4.5,9.6,0.466,0,0.2,0.2,4.4,9.4,0.472,0.468,4.3,5.2,0.823,0.6,2.6,3.1,5.2,0.7,0.1,2.2,1.1,13.3,"ramonsessions"
"303",368,"Mustafa Shakur\shakumu01","PG",26,"WAS",22,0,7.2,1,2.7,0.356,0,0.5,0.1,0.9,2.2,0.408,0.364,0.4,0.7,0.533,0.3,0.7,1,1.1,0.2,0.1,0.8,0.7,2.3,"mustafashakur"
"304",369,"Garret Siler\silerga01","C",24,"PHO",21,0,4.8,0.8,1.5,0.548,0,0,NA,0.8,1.5,0.548,0.548,0.5,1,0.5,0.8,0.6,1.3,0.1,0,0.2,0.5,1,2.1,"garretsiler"
"305",370,"Bobby Simmons\simmobo01","SF",30,"SAS",2,0,8,0,1.5,0,0,1.5,0,0,0,NA,0,0,0,NA,0,0,0,1,0,0,0,1,0,"bobbysimmons"
"306",371,"Brian Skinner\skinnbr01","C",34,"MIL",2,0,3,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"brianskinner"
"307",372,"Craig Smith\smithcr01","PF",27,"LAC",48,0,12.2,2.2,3.9,0.553,0,0.1,0,2.2,3.8,0.568,0.553,1,1.4,0.735,0.9,1.5,2.4,0.6,0.3,0.1,0.7,1.8,5.4,"craigsmith"
"308",374,"J.R. Smith\smithjr01","SF",25,"DEN",79,6,24.9,4.3,9.9,0.435,1.6,4,0.39,2.7,5.9,0.466,0.514,2.1,2.8,0.738,0.6,3.5,4.1,2.2,1.2,0.2,1.3,2.2,12.3,"jrsmith"
"309",375,"Jason Smith\smithja02","C",24,"NOH",77,6,14.3,1.8,4,0.443,0,0,0,1.8,4,0.446,0.443,0.8,0.9,0.843,1.2,2,3.1,0.5,0.3,0.4,0.7,1.9,4.3,"jasonsmith"
"310",377,"Josh Smith\smithjo03","PF",25,"ATL",77,77,34.4,6.5,13.5,0.477,0.7,2,0.331,5.8,11.5,0.503,0.502,3,4.1,0.725,1.7,6.8,8.5,3.3,1.3,1.6,2.6,2.8,16.5,"joshsmith"
"311",378,"Darius Songaila\songada01","C",32,"PHI",10,0,7.1,0.7,1.5,0.467,0,0,NA,0.7,1.5,0.467,0.467,0.2,0.4,0.5,0.2,0.8,1,0.2,0,0,0.4,1.6,1.6,"dariussongaila"
"312",379,"Marreese Speights\speigma01","C",23,"PHI",64,1,11.5,2.3,4.5,0.495,0,0.1,0.25,2.2,4.5,0.498,0.497,0.9,1.1,0.753,1,2.3,3.3,0.5,0.1,0.3,0.6,1.9,5.4,"marreesespeights"
"313",380,"Tiago Splitter\splitti01","C",26,"SAS",60,6,12.3,1.7,3.2,0.529,0,0,0,1.7,3.2,0.532,0.529,1.3,2.3,0.543,1.2,2.2,3.4,0.4,0.5,0.3,0.5,1.5,4.6,"tiagosplitter"
"314",381,"Jerry Stackhouse\stackje01","SG",36,"MIA",7,1,7.1,0.4,1.7,0.25,0.1,0.6,0.25,0.3,1.1,0.25,0.292,0.7,1,0.714,0.1,0.9,1,0.4,0,0.3,0.3,0.4,1.7,"jerrystackhouse"
"315",382,"Lance Stephenson\stephla01","SG",20,"IND",12,0,9.6,1.1,3.3,0.333,0,0.4,0,1.1,2.8,0.382,0.333,0.9,1.2,0.786,0.1,1.4,1.5,1.8,0.3,0,1.3,1.2,3.1,"lancestephenson"
"316",383,"DeShawn Stevenson\stevede01","SG",29,"DAL",72,54,16.1,1.8,4.6,0.388,1.3,3.5,0.378,0.5,1.1,0.42,0.53,0.5,0.6,0.767,0.3,1.2,1.5,1.1,0.3,0.1,0.6,1,5.3,"deshawnstevenson"
"317",385,"Amar'e Stoudemire\stoudam01","C",28,"NYK",78,78,36.8,9.5,19,0.502,0.1,0.3,0.435,9.4,18.7,0.503,0.505,6.1,7.7,0.792,2.5,5.6,8.2,2.6,0.9,1.9,3.2,3.5,25.3,"amarestoudemire"
"318",386,"Rodney Stuckey\stuckro01","PG",24,"DET",70,54,31.2,5.2,11.8,0.439,0.4,1.3,0.289,4.8,10.5,0.457,0.455,4.7,5.4,0.866,1,2.1,3.1,5.2,1.1,0.1,2.2,2.5,15.5,"rodneystuckey"
"319",387,"DaJuan Summers\summeda01","SF",23,"DET",22,1,9,1.3,3.1,0.406,0.4,1,0.429,0.9,2.2,0.396,0.471,0.4,0.9,0.45,0.1,0.5,0.5,0.1,0.1,0,0.6,1,3.4,"dajuansummers"
"320",388,"Pape Sy\sypa01","SF",22,"ATL",3,0,7,0.7,2,0.333,0,0.3,0,0.7,1.7,0.4,0.333,1,1,1,0.7,0.3,1,0.7,0.3,0,1,0.3,2.3,"papesy"
"321",390,"Jeff Teague\teaguje01","PG",22,"ATL",70,7,13.8,1.9,4.3,0.438,0.3,0.7,0.375,1.6,3.7,0.449,0.467,1.1,1.4,0.794,0.2,1.3,1.5,2,0.6,0.4,0.9,1.2,5.2,"jeffteague"
"322",391,"Sebastian Telfair\telfase01","PG",25,"MIN",37,8,19.2,2.6,6.5,0.402,0.8,2.1,0.359,1.9,4.4,0.423,0.461,1.2,1.6,0.733,0.5,1,1.5,3,0.7,0.1,1.7,1.7,7.2,"sebastiantelfair"
